"","game_id","home_team","away_team","home_rating","away_rating","rating_diff","home_win"
"1","game_1","brazil","kazakhstan",1577.80442820798,1373.73309878649,204.071329421492,0.790366768836975
"2","game_2","netherlands","mongolia",1610.01170057723,1348.26129592249,261.750404654743,0.694350004196167
"3","game_3","peru","rwanda",1626.90914469533,1458.18932848198,168.719816213351,0.739901304244995
"4","game_4","thailand","oman",1626.26388339748,1478.27667207055,147.987211326928,0.637647569179535
"5","game_5","pakistan","germany",1560.63473900748,1473.85110548633,86.7836335211457,0.698632061481476
"6","game_6","india","usa",1509.40705420551,1482.72345768558,26.6835965199361,0.573113322257996
"7","game_7","panama","switzerland",1525.50041363678,1445.9254437312,79.5749699055816,0.634122610092163
"8","game_8","iceland","canada",1503.15805253355,1471.96764294507,31.190409588482,0.37859320640564
"9","game_9","china","france",1534.5803911603,1500.91065305527,33.6697381050326,0.652112662792206
"10","game_10","philippines","morocco",1506.23972788961,1449.59392181927,56.6458060703465,0.759353876113892
"11","game_11","ethiopia","saudi_arabia",1543.95153610397,1506.55707906471,37.3944570392559,0.480471581220627
"12","game_12","singapore","new_zealand",1442.96821874966,1465.63665356581,-22.6684348161516,0.526279509067535
"13","game_13","guatemala","south_korea",1491.52382238435,1525.9644604577,-34.4406380733451,0.59755152463913
"14","game_14","uk","mexico",1582.21014943147,1513.13572087963,69.0744285518397,0.757712662220001
"15","game_15","vietnam","serbia",1436.81283154502,1501.8770303341,-65.0641987890804,0.474771469831467
"16","game_16","indonesia","uae",1507.33870413361,1418.08163805451,89.2570660791039,0.640471875667572
